n,prime,diff
16122,177481,8
16123,177487,6
16124,177493,6
16125,177511,18
16126,177533,22
16127,177539,6
16128,177553,14
16129,177589,36
16130,177601,12
16131,177623,22
16132,177647,24
16133,177677,30
16134,177679,2
16135,177691,12
16136,177739,48
16137,177743,4
16138,177761,18
16139,177763,2
16140,177787,24
16141,177791,4
16142,177797,6
16143,177811,14
16144,177823,12
16145,177839,16
16146,177841,2
16147,177883,42
16148,177887,4
16149,177889,2
16150,177893,4
16151,177907,14
16152,177913,6
16153,177917,4
16154,177929,12
16155,177943,14
16156,177949,6
16157,177953,4
16158,177967,14
16159,177979,12
16160,178001,22
16161,178021,20
16162,178037,16
16163,178039,2
16164,178067,28
16165,178069,2
16166,178091,22
16167,178093,2
16168,178103,10
16169,178117,14
16170,178127,10
16171,178141,14
16172,178151,10
16173,178169,18
16174,178183,14
16175,178187,4
16176,178207,20
16177,178223,16
16178,178231,8
16179,178247,16
16180,178249,2
16181,178259,10
16182,178261,2
16183,178289,28
16184,178301,12
16185,178307,6
16186,178327,20
16187,178333,6
16188,178349,16
16189,178351,2
16190,178361,10
16191,178393,32
16192,178397,4
16193,178403,6
16194,178417,14
16195,178439,22
16196,178441,2
16197,178447,6
16198,178469,22
16199,178481,12
16200,178487,6
16201,178489,2
16202,178501,12
16203,178513,12
16204,178531,18
16205,178537,6
16206,178559,22
16207,178561,2
16208,178567,6
16209,178571,4
16210,178597,26
16211,178601,4
16212,178603,2
16213,178609,6
16214,178613,4
16215,178621,8
16216,178627,6
16217,178639,12
16218,178643,4
16219,178681,38
16220,178691,10
16221,178693,2
16222,178697,4
16223,178753,56
16224,178757,4
16225,178781,24
16226,178793,12
16227,178799,6
16228,178807,8
16229,178813,6
16230,178817,4
16231,178819,2
16232,178831,12
16233,178853,22
16234,178859,6
16235,178873,14
16236,178877,4
16237,178889,12
16238,178897,8
16239,178903,6
16240,178907,4
16241,178909,2
16242,178921,12
16243,178931,10
16244,178933,2
16245,178939,6
16246,178951,12
16247,178973,22
16248,178987,14
16249,179021,34
16250,179029,8
16251,179033,4
16252,179041,8
16253,179051,10
16254,179057,6
16255,179083,26
16256,179089,6
16257,179099,10
16258,179107,8
16259,179111,4
16260,179119,8
16261,179143,24
16262,179161,18
16263,179167,6
16264,179173,6
16265,179203,30
16266,179209,6
16267,179213,4
16268,179233,20
16269,179243,10
16270,179261,18
16271,179269,8
16272,179281,12
16273,179287,6
16274,179317,30
16275,179321,4
16276,179327,6
16277,179351,24
16278,179357,6
16279,179369,12
16280,179381,12
16281,179383,2
16282,179393,10
16283,179407,14
16284,179411,4
16285,179429,18
16286,179437,8
16287,179441,4
16288,179453,12
16289,179461,8
16290,179471,10
16291,179479,8
16292,179483,4
16293,179497,14
16294,179519,22
16295,179527,8
16296,179533,6
16297,179549,16
16298,179563,14
16299,179573,10
16300,179579,6
16301,179581,2
16302,179591,10
16303,179593,2
16304,179603,10
16305,179623,20
16306,179633,10
16307,179651,18
16308,179657,6
16309,179659,2
16310,179671,12
16311,179687,16
16312,179689,2
16313,179693,4
16314,179717,24
16315,179719,2
16316,179737,18
16317,179743,6
16318,179749,6
16319,179779,30
16320,179801,22
16321,179807,6
16322,179813,6
16323,179819,6
16324,179821,2
16325,179827,6
16326,179833,6
16327,179849,16
16328,179897,48
16329,179899,2
16330,179903,4
16331,179909,6
16332,179917,8
16333,179923,6
16334,179939,16
16335,179947,8
16336,179951,4
16337,179953,2
16338,179957,4
16339,179969,12
16340,179981,12
16341,179989,8
16342,179999,10
16343,180001,2
16344,180007,6
16345,180023,16
16346,180043,20
16347,180053,10
16348,180071,18
16349,180073,2
16350,180077,4
16351,180097,20
16352,180137,40
16353,180161,24
16354,180179,18
16355,180181,2
16356,180211,30
16357,180221,10
16358,180233,12
16359,180239,6
16360,180241,2
16361,180247,6
16362,180259,12
16363,180263,4
16364,180281,18
16365,180287,6
16366,180289,2
16367,180307,18
16368,180311,4
16369,180317,6
16370,180331,14
16371,180337,6
16372,180347,10
16373,180361,14
16374,180371,10
16375,180379,8
16376,180391,12
16377,180413,22
16378,180419,6
16379,180437,18
16380,180463,26
16381,180473,10
16382,180491,18
16383,180497,6
16384,180503,6
16385,180511,8
16386,180533,22
16387,180539,6
16388,180541,2
16389,180547,6
16390,180563,16
16391,180569,6
16392,180617,48
16393,180623,6
16394,180629,6
16395,180647,18
16396,180667,20
16397,180679,12
16398,180701,22
16399,180731,30
16400,180749,18
16401,180751,2
16402,180773,22
16403,180779,6
16404,180793,14
16405,180797,4
16406,180799,2
16407,180811,12
16408,180847,36
16409,180871,24
16410,180883,12
16411,180907,24
16412,180949,42
16413,180959,10
16414,181001,42
16415,181003,2
16416,181019,16
16417,181031,12
16418,181039,8
16419,181061,22
16420,181063,2
16421,181081,18
16422,181087,6
16423,181123,36
16424,181141,18
16425,181157,16
16426,181183,26
16427,181193,10
16428,181199,6
16429,181201,2
16430,181211,10
16431,181213,2
16432,181219,6
16433,181243,24
16434,181253,10
16435,181273,20
16436,181277,4
16437,181283,6
16438,181297,14
16439,181301,4
16440,181303,2
16441,181361,58
16442,181387,26
16443,181397,10
16444,181399,2
16445,181409,10
16446,181421,12
16447,181439,18
16448,181457,18
16449,181459,2
16450,181499,40
16451,181501,2
16452,181513,12
16453,181523,10
16454,181537,14
16455,181549,12
16456,181553,4
16457,181603,50
16458,181607,4
16459,181609,2
16460,181619,10
16461,181639,20
16462,181667,28
16463,181669,2
16464,181693,24
16465,181711,18
16466,181717,6
16467,181721,4
16468,181729,8
16469,181739,10
16470,181751,12
16471,181757,6
16472,181759,2
16473,181763,4
16474,181777,14
16475,181787,10
16476,181789,2
16477,181813,24
16478,181837,24
16479,181871,34
16480,181873,2
16481,181889,16
16482,181891,2
16483,181903,12
16484,181913,10
16485,181919,6
16486,181927,8
16487,181931,4
16488,181943,12
16489,181957,14
16490,181967,10
16491,181981,14
16492,181997,16
16493,182009,12
16494,182011,2
16495,182027,16
16496,182029,2
16497,182041,12
16498,182047,6
16499,182057,10
16500,182059,2
16501,182089,30
16502,182099,10
16503,182101,2
16504,182107,6
16505,182111,4
16506,182123,12
16507,182129,6
16508,182131,2
16509,182141,10
16510,182159,18
16511,182167,8
16512,182177,10
16513,182179,2
16514,182201,22
16515,182209,8
16516,182233,24
16517,182239,6
16518,182243,4
16519,182261,18
16520,182279,18
16521,182297,18
16522,182309,12
16523,182333,24
16524,182339,6
16525,182341,2
16526,182353,12
16527,182387,34
16528,182389,2
16529,182417,28
16530,182423,6
16531,182431,8
16532,182443,12
16533,182453,10
16534,182467,14
16535,182471,4
16536,182473,2
16537,182489,16
16538,182503,14
16539,182509,6
16540,182519,10
16541,182537,18
16542,182549,12
16543,182561,12
16544,182579,18
16545,182587,8
16546,182593,6
16547,182599,6
16548,182603,4
16549,182617,14
16550,182627,10
16551,182639,12
16552,182641,2
16553,182653,12
16554,182657,4
16555,182659,2
16556,182681,22
16557,182687,6
16558,182701,14
16559,182711,10
16560,182713,2
16561,182747,34
16562,182773,26
16563,182779,6
16564,182789,10
16565,182803,14
16566,182813,10
16567,182821,8
16568,182839,18
16569,182851,12
16570,182857,6
16571,182867,10
16572,182887,20
16573,182893,6
16574,182899,6
16575,182921,22
16576,182927,6
16577,182929,2
16578,182933,4
16579,182953,20
16580,182957,4
16581,182969,12
16582,182981,12
16583,182999,18
16584,183023,24
16585,183037,14
16586,183041,4
16587,183047,6
16588,183059,12
16589,183067,8
16590,183089,22
16591,183091,2
16592,183119,28
16593,183151,32
16594,183167,16
16595,183191,24
16596,183203,12
16597,183247,44
16598,183259,12
16599,183263,4
16600,183283,20
16601,183289,6
16602,183299,10
16603,183301,2
16604,183307,6
16605,183317,10
16606,183319,2
16607,183329,10
16608,183343,14
16609,183349,6
16610,183361,12
16611,183373,12
16612,183377,4
16613,183383,6
16614,183389,6
16615,183397,8
16616,183437,40
16617,183439,2
16618,183451,12
16619,183461,10
16620,183473,12
16621,183479,6
16622,183487,8
16623,183497,10
16624,183499,2
16625,183503,4
16626,183509,6
16627,183511,2
16628,183523,12
16629,183527,4
16630,183569,42
16631,183571,2
16632,183577,6
16633,183581,4
16634,183587,6
16635,183593,6
16636,183611,18
16637,183637,26
16638,183661,24
16639,183683,22
16640,183691,8
16641,183697,6
16642,183707,10
16643,183709,2
16644,183713,4
16645,183761,48
16646,183763,2
16647,183797,34
16648,183809,12
16649,183823,14
16650,183829,6
16651,183871,42
16652,183877,6
16653,183881,4
16654,183907,26
16655,183917,10
16656,183919,2
16657,183943,24
16658,183949,6
16659,183959,10
16660,183971,12
16661,183973,2
16662,183979,6
16663,184003,24
16664,184007,4
16665,184013,6
16666,184031,18
16667,184039,8
16668,184043,4
16669,184057,14
16670,184073,16
16671,184081,8
16672,184087,6
16673,184111,24
16674,184117,6
16675,184133,16
16676,184153,20
16677,184157,4
16678,184181,24
16679,184187,6
16680,184189,2
16681,184199,10
16682,184211,12
16683,184231,20
16684,184241,10
16685,184259,18
16686,184271,12
16687,184273,2
16688,184279,6
16689,184291,12
16690,184309,18
16691,184321,12
16692,184333,12
16693,184337,4
16694,184351,14
16695,184369,18
16696,184409,40
16697,184417,8
16698,184441,24
16699,184447,6
16700,184463,16
16701,184477,14
16702,184487,10
16703,184489,2
16704,184511,22
16705,184517,6
16706,184523,6
16707,184553,30
16708,184559,6
16709,184567,8
16710,184571,4
16711,184577,6
16712,184607,30
16713,184609,2
16714,184627,18
16715,184631,4
16716,184633,2
16717,184649,16
16718,184651,2
16719,184669,18
16720,184687,18
16721,184693,6
16722,184703,10
16723,184711,8
16724,184721,10
16725,184727,6
16726,184733,6
16727,184753,20
16728,184777,24
16729,184823,46
16730,184829,6
16731,184831,2
16732,184837,6
16733,184843,6
16734,184859,16
16735,184879,20
16736,184901,22
16737,184903,2
16738,184913,10
16739,184949,36
16740,184957,8
16741,184967,10
16742,184969,2
16743,184993,24
16744,184997,4
16745,184999,2
16746,185021,22
16747,185027,6
16748,185051,24
16749,185057,6
16750,185063,6
16751,185069,6
16752,185071,2
16753,185077,6
16754,185089,12
16755,185099,10
16756,185123,24
16757,185131,8
16758,185137,6
16759,185149,12
16760,185153,4
16761,185161,8
16762,185167,6
16763,185177,10
16764,185183,6
16765,185189,6
16766,185221,32
16767,185233,12
16768,185243,10
16769,185267,24
16770,185291,24
16771,185299,8
16772,185303,4
16773,185309,6
16774,185323,14
16775,185327,4
16776,185359,32
16777,185363,4
16778,185369,6
16779,185371,2
16780,185401,30
16781,185429,28
16782,185441,12
16783,185467,26
16784,185477,10
16785,185483,6
16786,185491,8
16787,185519,28
16788,185527,8
16789,185531,4
16790,185533,2
16791,185539,6
16792,185543,4
16793,185551,8
16794,185557,6
16795,185567,10
16796,185569,2
16797,185593,24
16798,185599,6
16799,185621,22
16800,185641,20
16801,185651,10
16802,185677,26
16803,185681,4
16804,185683,2
16805,185693,10
16806,185699,6
16807,185707,8
16808,185711,4
16809,185723,12
16810,185737,14
16811,185747,10
16812,185749,2
16813,185753,4
16814,185767,14
16815,185789,22
16816,185797,8
16817,185813,16
16818,185819,6
16819,185821,2
16820,185831,10
16821,185833,2
16822,185849,16
16823,185869,20
16824,185873,4
16825,185893,20
16826,185897,4
16827,185903,6
16828,185917,14
16829,185923,6
16830,185947,24
16831,185951,4
16832,185957,6
16833,185959,2
16834,185971,12
16835,185987,16
16836,185993,6
16837,186007,14
16838,186013,6
16839,186019,6
16840,186023,4
16841,186037,14
16842,186041,4
16843,186049,8
16844,186071,22
16845,186097,26
16846,186103,6
16847,186107,4
16848,186113,6
16849,186119,6
16850,186149,30
16851,186157,8
16852,186161,4
16853,186163,2
16854,186187,24
16855,186191,4
16856,186211,20
16857,186227,16
16858,186229,2
16859,186239,10
16860,186247,8
16861,186253,6
16862,186259,6
16863,186271,12
16864,186283,12
16865,186299,16
16866,186301,2
16867,186311,10
16868,186317,6
16869,186343,26
16870,186377,34
16871,186379,2
16872,186391,12
16873,186397,6
16874,186419,22
16875,186437,18
16876,186451,14
16877,186469,18
16878,186479,10
16879,186481,2
16880,186551,70
16881,186569,18
16882,186581,12
16883,186583,2
16884,186587,4
16885,186601,14
16886,186619,18
16887,186629,10
16888,186647,18
16889,186649,2
16890,186653,4
16891,186671,18
16892,186679,8
16893,186689,10
16894,186701,12
16895,186707,6
16896,186709,2
16897,186727,18
16898,186733,6
16899,186743,10
16900,186757,14
16901,186761,4
16902,186763,2
16903,186773,10
16904,186793,20
16905,186799,6
16906,186841,42
16907,186859,18
16908,186869,10
16909,186871,2
16910,186877,6
16911,186883,6
16912,186889,6
16913,186917,28
16914,186947,30
16915,186959,12
16916,187003,44
16917,187009,6
16918,187027,18
16919,187043,16
16920,187049,6
16921,187067,18
16922,187069,2
16923,187073,4
16924,187081,8
16925,187091,10
16926,187111,20
16927,187123,12
16928,187127,4
16929,187129,2
16930,187133,4
16931,187139,6
16932,187141,2
16933,187163,22
16934,187171,8
16935,187177,6
16936,187181,4
16937,187189,8
16938,187193,4
16939,187211,18
16940,187217,6
16941,187219,2
16942,187223,4
16943,187237,14
16944,187273,36
16945,187277,4
16946,187303,26
16947,187337,34
16948,187339,2
16949,187349,10
16950,187361,12
16951,187367,6
16952,187373,6
16953,187379,6
16954,187387,8
16955,187393,6
16956,187409,16
16957,187417,8
16958,187423,6
16959,187433,10
16960,187441,8
16961,187463,22
16962,187469,6
16963,187471,2
16964,187477,6
16965,187507,30
16966,187513,6
16967,187531,18
16968,187547,16
16969,187559,12
16970,187573,14
16971,187597,24
16972,187631,34
16973,187633,2
16974,187637,4
16975,187639,2
16976,187651,12
16977,187661,10
16978,187669,8
16979,187687,18
16980,187699,12
16981,187711,12
16982,187721,10
16983,187751,30
16984,187763,12
16985,187787,24
16986,187793,6
16987,187823,30
16988,187843,20
16989,187861,18
16990,187871,10
16991,187877,6
16992,187883,6
16993,187897,14
16994,187907,10
16995,187909,2
16996,187921,12
16997,187927,6
16998,187931,4
16999,187951,20
17000,187963,12
17001,187973,10
17002,187987,14
17003,188011,24
17004,188017,6
17005,188021,4
17006,188029,8
17007,188107,78
17008,188137,30
17009,188143,6
17010,188147,4
17011,188159,12
17012,188171,12
17013,188179,8
17014,188189,10
17015,188197,8
17016,188249,52
17017,188261,12
17018,188273,12
17019,188281,8
17020,188291,10
17021,188299,8
17022,188303,4
17023,188311,8
17024,188317,6
17025,188323,6
17026,188333,10
17027,188351,18
17028,188359,8
17029,188369,10
17030,188389,20
17031,188401,12
17032,188407,6
17033,188417,10
17034,188431,14
17035,188437,6
17036,188443,6
17037,188459,16
17038,188473,14
17039,188483,10
17040,188491,8
17041,188519,28
17042,188527,8
17043,188533,6
17044,188563,30
17045,188579,16
17046,188603,24
17047,188609,6
17048,188621,12
17049,188633,12
17050,188653,20
17051,188677,24
17052,188681,4
17053,188687,6
17054,188693,6
17055,188701,8
17056,188707,6
17057,188711,4
17058,188719,8
17059,188729,10
17060,188753,24
17061,188767,14
17062,188779,12
17063,188791,12
17064,188801,10
17065,188827,26
17066,188831,4
17067,188833,2
17068,188843,10
17069,188857,14
17070,188861,4
17071,188863,2
17072,188869,6
17073,188891,22
17074,188911,20
17075,188927,16
17076,188933,6
17077,188939,6
17078,188941,2
17079,188953,12
17080,188957,4
17081,188983,26
17082,188999,16
17083,189011,12
17084,189017,6
17085,189019,2
17086,189041,22
17087,189043,2
17088,189061,18
17089,189067,6
17090,189127,60
17091,189139,12
17092,189149,10
17093,189151,2
17094,189169,18
17095,189187,18
17096,189199,12
17097,189223,24
17098,189229,6
17099,189239,10
17100,189251,12
17101,189253,2
17102,189257,4
17103,189271,14
17104,189307,36
17105,189311,4
17106,189337,26
17107,189347,10
17108,189349,2
17109,189353,4
17110,189361,8
17111,189377,16
17112,189389,12
17113,189391,2
17114,189401,10
17115,189407,6
17116,189421,14
17117,189433,12
17118,189437,4
17119,189439,2
17120,189463,24
17121,189467,4
17122,189473,6
17123,189479,6
17124,189491,12
17125,189493,2
17126,189509,16
17127,189517,8
17128,189523,6
17129,189529,6
17130,189547,18
17131,189559,12
17132,189583,24
17133,189593,10
17134,189599,6
17135,189613,14
17136,189617,4
17137,189619,2
17138,189643,24
17139,189653,10
17140,189661,8
17141,189671,10
17142,189691,20
17143,189697,6
17144,189701,4
17145,189713,12
17146,189733,20
17147,189743,10
17148,189757,14
17149,189767,10
17150,189797,30
17151,189799,2
17152,189817,18
17153,189823,6
17154,189851,28
17155,189853,2
17156,189859,6
17157,189877,18
17158,189881,4
17159,189887,6
17160,189901,14
17161,189913,12
17162,189929,16
17163,189947,18
17164,189949,2
17165,189961,12
17166,189967,6
17167,189977,10
17168,189983,6
17169,189989,6
17170,189997,8
17171,190027,30
17172,190031,4
17173,190051,20
17174,190063,12
17175,190093,30
17176,190097,4
17177,190121,24
17178,190129,8
17179,190147,18
17180,190159,12
17181,190181,22
17182,190207,26
17183,190243,36
17184,190249,6
17185,190261,12
17186,190271,10
17187,190283,12
17188,190297,14
17189,190301,4
17190,190313,12
17191,190321,8
17192,190331,10
17193,190339,8
17194,190357,18
17195,190367,10
17196,190369,2
17197,190387,18
17198,190391,4
17199,190403,12
17200,190409,6
17201,190471,62
17202,190507,36
17203,190523,16
17204,190529,6
17205,190537,8
17206,190543,6
17207,190573,30
17208,190577,4
17209,190579,2
17210,190583,4
17211,190591,8
17212,190607,16
17213,190613,6
17214,190633,20
17215,190639,6
17216,190649,10
17217,190657,8
17218,190667,10
17219,190669,2
17220,190699,30
17221,190709,10
17222,190711,2
17223,190717,6
17224,190753,36
17225,190759,6
17226,190763,4
17227,190769,6
17228,190783,14
17229,190787,4
17230,190793,6
17231,190807,14
17232,190811,4
17233,190823,12
17234,190829,6
17235,190837,8
17236,190843,6
17237,190871,28
17238,190889,18
17239,190891,2
17240,190901,10
17241,190909,8
17242,190913,4
17243,190921,8
17244,190979,58
17245,190997,18
17246,191021,24
17247,191027,6
17248,191033,6
17249,191039,6
17250,191047,8
17251,191057,10
17252,191071,14
17253,191089,18
17254,191099,10
17255,191119,20
17256,191123,4
17257,191137,14
17258,191141,4
17259,191143,2
17260,191161,18
17261,191173,12
17262,191189,16
17263,191227,38
17264,191231,4
17265,191237,6
17266,191249,12
17267,191251,2
17268,191281,30
17269,191297,16
17270,191299,2
